failure_datetime,date,time,hour,day_of_week,location,failure_type,weather,temperature_celsius,is_peak_hour,is_weekend,repair_time_minutes,passengers_affected,trains_affected,is_rainy,month,season
2023-12-06,2023-12-06,00:00:00,0,Wednesday,King's Cross St Pancras,Interlocking,Cloudy,7,0,0,44,1913,5,0,12,Winter
2023-12-07,2023-12-07,00:00:00,0,Thursday,Euston,Power Supply,Clear,7,0,0,43,1183,3,0,12,Winter
2023-12-08,2023-12-08,00:00:00,0,Friday,London Bridge,Interlocking,Rainy,3,0,0,26,616,4,1,12,Winter
2023-12-10,2023-12-10,00:00:00,0,Sunday,Whitechapel,Power Supply,Clear,7,0,1,60,2935,5,0,12,Winter
2023-12-11,2023-12-11,00:00:00,0,Monday,Stratford,Interlocking,Stormy,7,0,0,91,4378,7,1,12,Winter
2023-12-12,2023-12-12,00:00:00,0,Tuesday,Whitechapel,Interlocking,Cloudy,-1,0,0,55,2142,5,0,12,Winter
2023-12-13,2023-12-13,00:00:00,0,Wednesday,Waterloo,Power Supply,Clear,3,0,0,53,532,5,0,12,Winter
2023-12-14,2023-12-14,00:00:00,0,Thursday,Farringdon,Power Supply,Clear,7,0,0,54,1252,6,0,12,Winter
2023-12-15,2023-12-15,00:00:00,0,Friday,London Bridge,Track Circuit,Clear,7,0,0,82,2697,7,0,12,Winter
2023-12-16,2023-12-16,00:00:00,0,Saturday,Farringdon,Other,Clear,2,0,1,52,2083,4,0,12,Winter
2023-12-17,2023-12-17,00:00:00,0,Sunday,Covent Garden,Other,Foggy,9,0,1,52,2206,4,0,12,Winter
2023-12-18,2023-12-18,00:00:00,0,Monday,Liverpool Street,Track Circuit,Clear,6,0,0,67,2736,6,0,12,Winter
2023-12-19,2023-12-19,00:00:00,0,Tuesday,Vauxhall,Track Circuit,Cloudy,-1,0,0,21,293,4,0,12,Winter
2023-12-20,2023-12-20,00:00:00,0,Wednesday,Angel,Power Supply,Stormy,11,0,0,48,2096,5,1,12,Winter
2023-12-21,2023-12-21,00:00:00,0,Thursday,Moorgate,Track Circuit,Cloudy,5,0,0,95,1820,8,0,12,Winter
2023-12-22,2023-12-22,00:00:00,0,Friday,Old Street,Cable/Connector,Clear,5,0,0,20,728,3,0,12,Winter
2023-12-23,2023-12-23,00:00:00,0,Saturday,Holborn,Other,Cloudy,8,0,1,76,3095,6,0,12,Winter
2023-12-24,2023-12-24,00:00:00,0,Sunday,Paddington,Interlocking,Snowy,9,0,1,47,1758,5,1,12,Winter
2023-12-25,2023-12-25,00:00:00,0,Monday,Euston,Track Circuit,Foggy,5,0,0,50,891,4,0,12,Winter
2023-12-26,2023-12-26,00:00:00,0,Tuesday,Borough,Power Supply,Cloudy,3,0,0,26,1187,3,0,12,Winter
2023-12-27,2023-12-27,00:00:00,0,Wednesday,St Pancras,Track Circuit,Rainy,2,0,0,154,1519,13,1,12,Winter
2023-12-28,2023-12-28,00:00:00,0,Thursday,London Bridge,Cable/Connector,Clear,0,0,0,45,1364,4,0,12,Winter
2023-12-29,2023-12-29,00:00:00,0,Friday,Old Street,Software/Electronics,Snowy,17,0,0,28,754,4,1,12,Winter
2023-12-30,2023-12-30,00:00:00,0,Saturday,Euston,Cable/Connector,Cloudy,9,0,1,64,2250,7,0,12,Winter
2023-12-31,2023-12-31,00:00:00,0,Sunday,Clapham Junction,Power Supply,Clear,4,0,1,23,436,2,0,12,Winter
2024-01-01,2024-01-01,00:00:00,0,Monday,Elephant & Castle,Power Supply,Clear,11,0,0,56,1376,6,0,1,Winter
2024-01-02,2024-01-02,00:00:00,0,Tuesday,King's Cross,Cable/Connector,Foggy,1,0,0,74,3249,5,0,1,Winter
2024-01-03,2024-01-03,00:00:00,0,Wednesday,Moorgate,Cable/Connector,Clear,2,0,0,34,546,3,0,1,Winter
2024-01-04,2024-01-04,00:00:00,0,Thursday,Piccadilly Circus,Power Supply,Stormy,4,0,0,94,4563,7,1,1,Winter
2024-01-05,2024-01-05,00:00:00,0,Friday,Clapham Junction,Track Circuit,Clear,2,0,0,53,2180,5,0,1,Winter
2024-01-06,2024-01-06,00:00:00,0,Saturday,King's Cross St Pancras,Interlocking,Clear,4,0,1,28,655,2,0,1,Winter
2024-01-07,2024-01-07,00:00:00,0,Sunday,London Bridge,Track Circuit,Cloudy,5,0,1,73,3090,7,0,1,Winter
2024-01-08,2024-01-08,00:00:00,0,Monday,Piccadilly Circus,Other,Cloudy,2,0,0,85,862,6,0,1,Winter
2024-01-09,2024-01-09,00:00:00,0,Tuesday,Baker Street,Power Supply,Clear,0,0,0,20,512,2,0,1,Winter
2024-01-10,2024-01-10,00:00:00,0,Wednesday,Euston,Track Circuit,Clear,6,0,0,48,1986,6,0,1,Winter
2024-01-11,2024-01-11,00:00:00,0,Thursday,Baker Street,Track Circuit,Stormy,3,0,0,67,591,5,1,1,Winter
2024-01-13,2024-01-13,00:00:00,0,Saturday,Euston,Track Circuit,Cloudy,6,0,1,51,837,5,0,1,Winter
2024-01-14,2024-01-14,00:00:00,0,Sunday,Covent Garden,Software/Electronics,Clear,4,0,1,36,894,5,0,1,Winter
2024-01-15,2024-01-15,00:00:00,0,Monday,Liverpool Street,Interlocking,Rainy,0,0,0,29,779,4,1,1,Winter
2024-01-16,2024-01-16,00:00:00,0,Tuesday,Euston,Power Supply,Rainy,6,0,0,63,1883,5,1,1,Winter
2024-01-17,2024-01-17,00:00:00,0,Wednesday,Holborn,Track Circuit,Clear,6,0,0,105,943,10,0,1,Winter
2024-01-18,2024-01-18,00:00:00,0,Thursday,Paddington,Interlocking,Clear,4,0,0,87,1371,6,0,1,Winter
2024-01-19,2024-01-19,00:00:00,0,Friday,St Pancras,Power Supply,Rainy,6,0,0,29,264,4,1,1,Winter
2024-01-20,2024-01-20,00:00:00,0,Saturday,Angel,Interlocking,Clear,3,0,1,84,3404,8,0,1,Winter
2024-01-21,2024-01-21,00:00:00,0,Sunday,Southwark,Cable/Connector,Rainy,5,0,1,120,5470,11,1,1,Winter
2024-01-23,2024-01-23,00:00:00,0,Tuesday,King's Cross,Interlocking,Cloudy,-1,0,0,54,1975,4,0,1,Winter
2024-01-24,2024-01-24,00:00:00,0,Wednesday,Liverpool Street,Track Circuit,Clear,5,0,0,53,1743,4,0,1,Winter
2024-01-25,2024-01-25,00:00:00,0,Thursday,Euston,Track Circuit,Clear,8,0,0,43,2127,5,0,1,Winter
2024-01-26,2024-01-26,00:00:00,0,Friday,Baker Street,Other,Cloudy,1,0,0,46,679,6,0,1,Winter
2024-01-27,2024-01-27,00:00:00,0,Saturday,Stratford,Cable/Connector,Clear,11,0,1,62,833,7,0,1,Winter
2024-01-29,2024-01-29,00:00:00,0,Monday,Elephant & Castle,Power Supply,Clear,3,0,0,48,705,6,0,1,Winter
2024-01-30,2024-01-30,00:00:00,0,Tuesday,Euston,Track Circuit,Clear,6,0,0,68,878,5,0,1,Winter
2024-01-31,2024-01-31,00:00:00,0,Wednesday,Bank,Interlocking,Clear,-1,0,0,54,2246,6,0,1,Winter
2024-02-01,2024-02-01,00:00:00,0,Thursday,Farringdon,Track Circuit,Cloudy,2,0,0,32,871,4,0,2,Winter
2024-02-02,2024-02-02,00:00:00,0,Friday,Euston,Cable/Connector,Cloudy,4,0,0,93,2148,8,0,2,Winter
2024-02-03,2024-02-03,00:00:00,0,Saturday,Bank,Interlocking,Cloudy,10,0,1,32,862,3,0,2,Winter
2024-02-04,2024-02-04,00:00:00,0,Sunday,St Pancras,Interlocking,Rainy,7,0,1,26,278,3,1,2,Winter
2024-02-05,2024-02-05,00:00:00,0,Monday,Piccadilly Circus,Cable/Connector,Cloudy,5,0,0,34,1255,4,0,2,Winter
2024-02-06,2024-02-06,00:00:00,0,Tuesday,Liverpool Street,Track Circuit,Foggy,8,0,0,90,2682,9,0,2,Winter
2024-02-07,2024-02-07,00:00:00,0,Wednesday,King's Cross,Track Circuit,Cloudy,5,0,0,66,628,5,0,2,Winter
2024-02-08,2024-02-08,00:00:00,0,Thursday,Borough,Cable/Connector,Rainy,6,0,0,26,598,3,1,2,Winter
2024-02-09,2024-02-09,00:00:00,0,Friday,Bank,Software/Electronics,Clear,8,0,0,24,492,3,0,2,Winter
2024-02-10,2024-02-10,00:00:00,0,Saturday,Stratford,Cable/Connector,Rainy,7,0,1,58,1075,5,1,2,Winter
2024-02-11,2024-02-11,00:00:00,0,Sunday,Covent Garden,Track Circuit,Rainy,5,0,1,137,1657,10,1,2,Winter
2024-02-12,2024-02-12,00:00:00,0,Monday,Southwark,Interlocking,Clear,0,0,0,20,201,4,0,2,Winter
2024-02-13,2024-02-13,00:00:00,0,Tuesday,Southwark,Cable/Connector,Clear,8,0,0,89,2300,8,0,2,Winter
2024-02-14,2024-02-14,00:00:00,0,Wednesday,London Bridge,Software/Electronics,Snowy,7,0,0,54,2451,5,1,2,Winter
2024-02-15,2024-02-15,00:00:00,0,Thursday,Paddington,Track Circuit,Snowy,10,0,0,120,4034,10,1,2,Winter
2024-02-16,2024-02-16,00:00:00,0,Friday,Moorgate,Software/Electronics,Clear,1,0,0,28,604,4,0,2,Winter
2024-02-17,2024-02-17,00:00:00,0,Saturday,Victoria,Track Circuit,Clear,0,0,1,45,1066,5,0,2,Winter
2024-02-18,2024-02-18,00:00:00,0,Sunday,Whitechapel,Track Circuit,Clear,6,0,1,27,466,3,0,2,Winter
2024-02-19,2024-02-19,00:00:00,0,Monday,Victoria,Cable/Connector,Clear,7,0,0,56,607,5,0,2,Winter
2024-02-20,2024-02-20,00:00:00,0,Tuesday,Borough,Software/Electronics,Rainy,0,0,0,57,2099,4,1,2,Winter
2024-02-23,2024-02-23,00:00:00,0,Friday,Paddington,Interlocking,Foggy,0,0,0,83,868,6,0,2,Winter
2024-02-24,2024-02-24,00:00:00,0,Saturday,King's Cross,Interlocking,Rainy,7,0,1,62,1396,6,1,2,Winter
2024-02-26,2024-02-26,00:00:00,0,Monday,Vauxhall,Software/Electronics,Clear,11,0,0,38,1799,5,0,2,Winter
2024-02-27,2024-02-27,00:00:00,0,Tuesday,Elephant & Castle,Power Supply,Snowy,2,0,0,67,1656,5,1,2,Winter
2024-02-29,2024-02-29,00:00:00,0,Thursday,Clapham Junction,Track Circuit,Cloudy,7,0,0,53,1612,5,0,2,Winter
2024-03-01,2024-03-01,00:00:00,0,Friday,Holborn,Track Circuit,Cloudy,12,0,0,121,5414,11,0,3,Spring
2024-03-02,2024-03-02,00:00:00,0,Saturday,Southwark,Track Circuit,Clear,14,0,1,74,3147,5,0,3,Spring
2024-03-03,2024-03-03,00:00:00,0,Sunday,Old Street,Track Circuit,Clear,11,0,1,38,867,3,0,3,Spring
2024-03-04,2024-03-04,00:00:00,0,Monday,Bank,Track Circuit,Clear,14,0,0,105,3890,10,0,3,Spring
2024-03-05,2024-03-05,00:00:00,0,Tuesday,Borough,Power Supply,Foggy,10,0,0,55,1274,5,0,3,Spring
2024-03-06,2024-03-06,00:00:00,0,Wednesday,Piccadilly Circus,Software/Electronics,Cloudy,5,0,0,29,534,3,0,3,Spring
2024-03-07,2024-03-07,00:00:00,0,Thursday,Waterloo,Track Circuit,Snowy,8,0,0,28,826,2,1,3,Spring
2024-03-08,2024-03-08,00:00:00,0,Friday,Vauxhall,Track Circuit,Clear,12,0,0,20,712,4,0,3,Spring
2024-03-09,2024-03-09,00:00:00,0,Saturday,Borough,Power Supply,Clear,16,0,1,20,301,2,0,3,Spring
2024-03-11,2024-03-11,00:00:00,0,Monday,Stratford,Software/Electronics,Clear,12,0,0,37,1423,5,0,3,Spring
2024-03-12,2024-03-12,00:00:00,0,Tuesday,London Bridge,Track Circuit,Clear,8,0,0,57,1034,4,0,3,Spring
2024-03-13,2024-03-13,00:00:00,0,Wednesday,King's Cross,Cable/Connector,Cloudy,10,0,0,44,846,4,0,3,Spring
2024-03-14,2024-03-14,00:00:00,0,Thursday,Bank,Software/Electronics,Clear,10,0,0,20,527,4,0,3,Spring
2024-03-15,2024-03-15,00:00:00,0,Friday,Euston,Track Circuit,Snowy,19,0,0,98,4202,9,1,3,Spring
2024-03-16,2024-03-16,00:00:00,0,Saturday,Bank,Cable/Connector,Clear,7,0,1,69,1440,6,0,3,Spring
2024-03-19,2024-03-19,00:00:00,0,Tuesday,Farringdon,Other,Cloudy,12,0,0,46,2247,4,0,3,Spring
2024-03-20,2024-03-20,00:00:00,0,Wednesday,Victoria,Track Circuit,Cloudy,17,0,0,94,3821,8,0,3,Spring
2024-03-21,2024-03-21,00:00:00,0,Thursday,Paddington,Power Supply,Cloudy,13,0,0,50,1533,5,0,3,Spring
2024-03-22,2024-03-22,00:00:00,0,Friday,Angel,Interlocking,Foggy,14,0,0,49,1348,5,0,3,Spring
2024-03-23,2024-03-23,00:00:00,0,Saturday,Old Street,Power Supply,Clear,10,0,1,20,228,3,0,3,Spring
2024-03-24,2024-03-24,00:00:00,0,Sunday,London Bridge,Track Circuit,Foggy,9,0,1,52,2412,4,0,3,Spring
2024-03-25,2024-03-25,00:00:00,0,Monday,Vauxhall,Software/Electronics,Clear,7,0,0,21,511,2,0,3,Spring
2024-03-26,2024-03-26,00:00:00,0,Tuesday,Holborn,Cable/Connector,Snowy,14,0,0,77,2542,8,1,3,Spring
2024-03-27,2024-03-27,00:00:00,0,Wednesday,Stratford,Track Circuit,Clear,17,0,0,45,502,5,0,3,Spring
2024-03-28,2024-03-28,00:00:00,0,Thursday,Farringdon,Cable/Connector,Rainy,10,0,0,52,2212,5,1,3,Spring
2024-03-29,2024-03-29,00:00:00,0,Friday,Liverpool Street,Track Circuit,Rainy,1,0,0,169,6376,13,1,3,Spring
2024-03-30,2024-03-30,00:00:00,0,Saturday,Moorgate,Cable/Connector,Clear,15,0,1,53,1157,5,0,3,Spring
2024-03-31,2024-03-31,00:00:00,0,Sunday,Old Street,Other,Snowy,9,0,1,140,6913,12,1,3,Spring
2024-04-01,2024-04-01,00:00:00,0,Monday,Baker Street,Power Supply,Rainy,14,0,0,48,1922,6,1,4,Spring
2024-04-02,2024-04-02,00:00:00,0,Tuesday,St Pancras,Power Supply,Cloudy,6,0,0,37,1266,5,0,4,Spring
2024-04-03,2024-04-03,00:00:00,0,Wednesday,Victoria,Track Circuit,Snowy,7,0,0,102,2706,7,1,4,Spring
2024-04-04,2024-04-04,00:00:00,0,Thursday,Victoria,Track Circuit,Cloudy,10,0,0,26,1263,3,0,4,Spring
2024-04-05,2024-04-05,00:00:00,0,Friday,London Bridge,Interlocking,Rainy,16,0,0,88,1620,7,1,4,Spring
2024-04-06,2024-04-06,00:00:00,0,Saturday,Farringdon,Track Circuit,Clear,18,0,1,91,3489,8,0,4,Spring
2024-04-07,2024-04-07,00:00:00,0,Sunday,Old Street,Track Circuit,Clear,9,0,1,48,1679,4,0,4,Spring
2024-04-08,2024-04-08,00:00:00,0,Monday,Stratford,Track Circuit,Clear,11,0,0,55,900,6,0,4,Spring
2024-04-09,2024-04-09,00:00:00,0,Tuesday,Moorgate,Track Circuit,Cloudy,11,0,0,59,565,5,0,4,Spring
2024-04-10,2024-04-10,00:00:00,0,Wednesday,Moorgate,Interlocking,Cloudy,17,0,0,110,4801,8,0,4,Spring
2024-04-13,2024-04-13,00:00:00,0,Saturday,King's Cross,Cable/Connector,Clear,12,0,1,34,1450,3,0,4,Spring
2024-04-14,2024-04-14,00:00:00,0,Sunday,Paddington,Interlocking,Clear,7,0,1,27,1047,4,0,4,Spring
2024-04-15,2024-04-15,00:00:00,0,Monday,Southwark,Software/Electronics,Snowy,8,0,0,46,1827,5,1,4,Spring
2024-04-16,2024-04-16,00:00:00,0,Tuesday,Moorgate,Power Supply,Clear,7,0,0,21,557,3,0,4,Spring
2024-04-17,2024-04-17,00:00:00,0,Wednesday,Paddington,Track Circuit,Cloudy,9,0,0,21,254,4,0,4,Spring
2024-04-18,2024-04-18,00:00:00,0,Thursday,Moorgate,Power Supply,Cloudy,9,0,0,27,1220,2,0,4,Spring
2024-04-19,2024-04-19,00:00:00,0,Friday,Southwark,Software/Electronics,Clear,9,0,0,28,787,4,0,4,Spring
2024-04-20,2024-04-20,00:00:00,0,Saturday,Southwark,Interlocking,Clear,10,0,1,54,489,4,0,4,Spring
2024-04-21,2024-04-21,00:00:00,0,Sunday,Vauxhall,Track Circuit,Rainy,7,0,1,27,850,4,1,4,Spring
2024-04-22,2024-04-22,00:00:00,0,Monday,Angel,Track Circuit,Clear,9,0,0,20,928,3,0,4,Spring
2024-04-23,2024-04-23,00:00:00,0,Tuesday,Holborn,Software/Electronics,Clear,12,0,0,20,471,3,0,4,Spring
2024-04-24,2024-04-24,00:00:00,0,Wednesday,Moorgate,Power Supply,Cloudy,0,0,0,46,827,6,0,4,Spring
2024-04-25,2024-04-25,00:00:00,0,Thursday,Farringdon,Other,Rainy,19,0,0,105,2996,9,1,4,Spring
2024-04-26,2024-04-26,00:00:00,0,Friday,King's Cross St Pancras,Power Supply,Stormy,17,0,0,48,1328,6,1,4,Spring
2024-04-27,2024-04-27,00:00:00,0,Saturday,Piccadilly Circus,Interlocking,Clear,12,0,1,73,3613,6,0,4,Spring
2024-04-28,2024-04-28,00:00:00,0,Sunday,Waterloo,Cable/Connector,Rainy,17,0,1,71,3018,6,1,4,Spring
2024-04-29,2024-04-29,00:00:00,0,Monday,Southwark,Power Supply,Cloudy,5,0,0,37,1153,5,0,4,Spring
2024-04-30,2024-04-30,00:00:00,0,Tuesday,Victoria,Track Circuit,Rainy,14,0,0,102,3639,8,1,4,Spring
2024-05-01,2024-05-01,00:00:00,0,Wednesday,Holborn,Cable/Connector,Clear,13,0,0,72,613,6,0,5,Spring
2024-05-02,2024-05-02,00:00:00,0,Thursday,Angel,Track Circuit,Foggy,10,0,0,33,890,5,0,5,Spring
2024-05-03,2024-05-03,00:00:00,0,Friday,Euston,Track Circuit,Rainy,6,0,0,101,3171,7,1,5,Spring
2024-05-04,2024-05-04,00:00:00,0,Saturday,Covent Garden,Power Supply,Clear,14,0,1,20,228,3,0,5,Spring
2024-05-05,2024-05-05,00:00:00,0,Sunday,Baker Street,Software/Electronics,Clear,16,0,1,22,732,4,0,5,Spring
2024-05-06,2024-05-06,00:00:00,0,Monday,Old Street,Power Supply,Cloudy,13,0,0,66,2432,7,0,5,Spring
2024-05-07,2024-05-07,00:00:00,0,Tuesday,Holborn,Track Circuit,Cloudy,3,0,0,108,4566,8,0,5,Spring
2024-05-08,2024-05-08,00:00:00,0,Wednesday,Angel,Track Circuit,Rainy,15,0,0,84,3740,6,1,5,Spring
2024-05-09,2024-05-09,00:00:00,0,Thursday,Holborn,Track Circuit,Clear,12,0,0,96,3601,8,0,5,Spring
2024-05-10,2024-05-10,00:00:00,0,Friday,Clapham Junction,Track Circuit,Foggy,10,0,0,31,276,5,0,5,Spring
2024-05-11,2024-05-11,00:00:00,0,Saturday,Euston,Other,Rainy,15,0,1,26,287,4,1,5,Spring
2024-05-12,2024-05-12,00:00:00,0,Sunday,Covent Garden,Power Supply,Cloudy,8,0,1,58,1858,5,0,5,Spring
2024-05-13,2024-05-13,00:00:00,0,Monday,Paddington,Track Circuit,Rainy,18,0,0,124,5195,11,1,5,Spring
2024-05-14,2024-05-14,00:00:00,0,Tuesday,Whitechapel,Track Circuit,Rainy,0,0,0,74,3275,5,1,5,Spring
2024-05-15,2024-05-15,00:00:00,0,Wednesday,Holborn,Cable/Connector,Cloudy,7,0,0,25,225,4,0,5,Spring
2024-05-16,2024-05-16,00:00:00,0,Thursday,Victoria,Track Circuit,Rainy,8,0,0,27,1231,2,1,5,Spring
2024-05-18,2024-05-18,00:00:00,0,Saturday,Waterloo,Interlocking,Foggy,14,0,1,52,715,5,0,5,Spring
2024-05-19,2024-05-19,00:00:00,0,Sunday,Southwark,Software/Electronics,Clear,6,0,1,26,494,3,0,5,Spring
2024-05-20,2024-05-20,00:00:00,0,Monday,Paddington,Track Circuit,Clear,2,0,0,102,3830,8,0,5,Spring
2024-05-21,2024-05-21,00:00:00,0,Tuesday,King's Cross St Pancras,Track Circuit,Foggy,10,0,0,23,240,2,0,5,Spring
2024-05-22,2024-05-22,00:00:00,0,Wednesday,Elephant & Castle,Interlocking,Rainy,16,0,0,26,1160,4,1,5,Spring
2024-05-23,2024-05-23,00:00:00,0,Thursday,Old Street,Software/Electronics,Rainy,8,0,0,48,620,6,1,5,Spring
2024-05-24,2024-05-24,00:00:00,0,Friday,Bank,Software/Electronics,Foggy,11,0,0,70,781,7,0,5,Spring
2024-05-25,2024-05-25,00:00:00,0,Saturday,Angel,Track Circuit,Clear,5,0,1,46,1895,4,0,5,Spring
2024-05-26,2024-05-26,00:00:00,0,Sunday,King's Cross St Pancras,Software/Electronics,Clear,5,0,1,39,882,3,0,5,Spring
2024-05-27,2024-05-27,00:00:00,0,Monday,Moorgate,Track Circuit,Cloudy,21,0,0,97,2494,7,0,5,Spring
2024-05-28,2024-05-28,00:00:00,0,Tuesday,Farringdon,Power Supply,Rainy,13,0,0,50,2488,5,1,5,Spring
2024-05-29,2024-05-29,00:00:00,0,Wednesday,St Pancras,Track Circuit,Cloudy,11,0,0,124,2978,10,0,5,Spring
2024-05-30,2024-05-30,00:00:00,0,Thursday,Moorgate,Power Supply,Rainy,12,0,0,26,1068,3,1,5,Spring
2024-05-31,2024-05-31,00:00:00,0,Friday,Southwark,Interlocking,Cloudy,11,0,0,21,837,2,0,5,Spring
2024-06-01,2024-06-01,00:00:00,0,Saturday,Borough,Power Supply,Clear,17,0,1,32,586,5,0,6,Summer
2024-06-02,2024-06-02,00:00:00,0,Sunday,Southwark,Software/Electronics,Clear,19,0,1,36,1201,5,0,6,Summer
2024-06-03,2024-06-03,00:00:00,0,Monday,London Bridge,Software/Electronics,Cloudy,17,0,0,47,2331,6,0,6,Summer
2024-06-04,2024-06-04,00:00:00,0,Tuesday,Old Street,Track Circuit,Cloudy,19,0,0,59,1550,6,0,6,Summer
2024-06-05,2024-06-05,00:00:00,0,Wednesday,St Pancras,Interlocking,Clear,17,0,0,20,757,4,0,6,Summer
2024-06-06,2024-06-06,00:00:00,0,Thursday,King's Cross St Pancras,Interlocking,Cloudy,13,0,0,21,728,3,0,6,Summer
2024-06-07,2024-06-07,00:00:00,0,Friday,Covent Garden,Power Supply,Cloudy,11,0,0,21,967,3,0,6,Summer
2024-06-09,2024-06-09,00:00:00,0,Sunday,Stratford,Cable/Connector,Cloudy,16,0,1,116,1701,8,0,6,Summer
2024-06-10,2024-06-10,00:00:00,0,Monday,Baker Street,Track Circuit,Foggy,16,0,0,39,1112,5,0,6,Summer
2024-06-11,2024-06-11,00:00:00,0,Tuesday,Piccadilly Circus,Track Circuit,Rainy,21,0,0,161,2565,11,1,6,Summer
2024-06-12,2024-06-12,00:00:00,0,Wednesday,Piccadilly Circus,Track Circuit,Clear,14,0,0,34,711,4,0,6,Summer
2024-06-13,2024-06-13,00:00:00,0,Thursday,King's Cross St Pancras,Track Circuit,Cloudy,20,0,0,55,923,4,0,6,Summer
2024-06-14,2024-06-14,00:00:00,0,Friday,King's Cross St Pancras,Cable/Connector,Cloudy,20,0,0,43,659,5,0,6,Summer
2024-06-15,2024-06-15,00:00:00,0,Saturday,Bank,Track Circuit,Snowy,22,0,1,105,3151,9,1,6,Summer
2024-06-16,2024-06-16,00:00:00,0,Sunday,Bank,Interlocking,Cloudy,19,0,1,59,1172,5,0,6,Summer
2024-06-17,2024-06-17,00:00:00,0,Monday,Farringdon,Track Circuit,Rainy,13,0,0,39,1452,5,1,6,Summer
2024-06-18,2024-06-18,00:00:00,0,Tuesday,Baker Street,Software/Electronics,Cloudy,16,0,0,42,952,4,0,6,Summer
2024-06-19,2024-06-19,00:00:00,0,Wednesday,Victoria,Track Circuit,Stormy,16,0,0,58,744,6,1,6,Summer
2024-06-21,2024-06-21,00:00:00,0,Friday,St Pancras,Power Supply,Clear,13,0,0,36,552,5,0,6,Summer
2024-06-22,2024-06-22,00:00:00,0,Saturday,Vauxhall,Track Circuit,Cloudy,21,0,1,72,1656,6,0,6,Summer
2024-06-23,2024-06-23,00:00:00,0,Sunday,London Bridge,Interlocking,Clear,13,0,1,20,696,2,0,6,Summer
2024-06-24,2024-06-24,00:00:00,0,Monday,Piccadilly Circus,Track Circuit,Foggy,14,0,0,58,655,4,0,6,Summer
2024-06-25,2024-06-25,00:00:00,0,Tuesday,Piccadilly Circus,Power Supply,Cloudy,19,0,0,71,1158,7,0,6,Summer
2024-06-26,2024-06-26,00:00:00,0,Wednesday,Liverpool Street,Software/Electronics,Cloudy,13,0,0,58,2581,5,0,6,Summer
2024-06-27,2024-06-27,00:00:00,0,Thursday,Borough,Track Circuit,Clear,14,0,0,45,1439,6,0,6,Summer
2024-06-28,2024-06-28,00:00:00,0,Friday,Baker Street,Interlocking,Cloudy,16,0,0,21,934,4,0,6,Summer
2024-06-29,2024-06-29,00:00:00,0,Saturday,Bank,Track Circuit,Cloudy,23,0,1,115,4899,8,0,6,Summer
2024-06-30,2024-06-30,00:00:00,0,Sunday,Stratford,Power Supply,Snowy,19,0,1,114,4841,10,1,6,Summer
2024-07-01,2024-07-01,00:00:00,0,Monday,Baker Street,Track Circuit,Cloudy,12,0,0,21,281,4,0,7,Summer
2024-07-02,2024-07-02,00:00:00,0,Tuesday,King's Cross St Pancras,Track Circuit,Clear,14,0,0,61,934,6,0,7,Summer
2024-07-03,2024-07-03,00:00:00,0,Wednesday,Paddington,Interlocking,Stormy,18,0,0,78,2668,6,1,7,Summer
2024-07-05,2024-07-05,00:00:00,0,Friday,Covent Garden,Cable/Connector,Clear,14,0,0,74,2271,7,0,7,Summer
2024-07-06,2024-07-06,00:00:00,0,Saturday,Holborn,Power Supply,Cloudy,10,0,1,34,1574,3,0,7,Summer
2024-07-07,2024-07-07,00:00:00,0,Sunday,Whitechapel,Power Supply,Cloudy,18,0,1,52,2579,4,0,7,Summer
2024-07-08,2024-07-08,00:00:00,0,Monday,St Pancras,Track Circuit,Clear,16,0,0,74,1959,7,0,7,Summer
2024-07-09,2024-07-09,00:00:00,0,Tuesday,Whitechapel,Power Supply,Clear,16,0,0,62,1691,7,0,7,Summer
2024-07-10,2024-07-10,00:00:00,0,Wednesday,Whitechapel,Power Supply,Cloudy,20,0,0,31,794,3,0,7,Summer
2024-07-11,2024-07-11,00:00:00,0,Thursday,Victoria,Software/Electronics,Clear,12,0,0,20,791,3,0,7,Summer
2024-07-12,2024-07-12,00:00:00,0,Friday,Southwark,Software/Electronics,Clear,22,0,0,23,790,4,0,7,Summer
2024-07-13,2024-07-13,00:00:00,0,Saturday,Bank,Software/Electronics,Foggy,16,0,1,42,1493,3,0,7,Summer
2024-07-14,2024-07-14,00:00:00,0,Sunday,St Pancras,Power Supply,Cloudy,22,0,1,63,1594,5,0,7,Summer
2024-07-15,2024-07-15,00:00:00,0,Monday,Waterloo,Other,Clear,22,0,0,26,1205,4,0,7,Summer
2024-07-16,2024-07-16,00:00:00,0,Tuesday,Clapham Junction,Software/Electronics,Cloudy,17,0,0,21,914,3,0,7,Summer
2024-07-17,2024-07-17,00:00:00,0,Wednesday,Euston,Interlocking,Clear,21,0,0,67,2093,6,0,7,Summer
2024-07-18,2024-07-18,00:00:00,0,Thursday,Bank,Interlocking,Cloudy,18,0,0,21,284,4,0,7,Summer
2024-07-20,2024-07-20,00:00:00,0,Saturday,Stratford,Track Circuit,Clear,20,0,1,43,1188,4,0,7,Summer
2024-07-21,2024-07-21,00:00:00,0,Sunday,Southwark,Software/Electronics,Cloudy,14,0,1,50,2213,5,0,7,Summer
2024-07-22,2024-07-22,00:00:00,0,Monday,Euston,Interlocking,Clear,18,0,0,20,963,2,0,7,Summer
2024-07-23,2024-07-23,00:00:00,0,Tuesday,Old Street,Track Circuit,Foggy,16,0,0,73,3023,5,0,7,Summer
